DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
6/22/2015,Q2 2015,Company 2306,Ms.,Name 2305,No Info Available,34569847,Yes - Completed,No Info Available,No Source,Address 2306,City 2306,--,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,John Jacob,--,type any notes here,--,--,--,--,--,--,--,--
6/25/2015,Q2 2015,Company 2307,Mr.,Name 2306,Accepted,34569847,No,No Info Available,No Source,Address 2307,City 2307,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
6/25/2015,Q2 2015,Company 2308,Mr.,Name 2307,Accepted,34569847,No,No Info Available,No Source,Address 2308,City 2308,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
6/25/2015,Q2 2015,Company 2309,Mr.,Name 2308,Accepted,34569847,No,No Info Available,No Source,Address 2309,City 2309,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Enterprise Products & Solutions,type any notes here,--,--,--,--,--,--,--,--
6/25/2015,Q3 2015,Company 2310,not available,Name 2309,Accepted,34569847,No,No Info Available,No Source,Address 2310,City 2310,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,not specified,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
6/26/2015,Q3 2015,Company 2311,Mr.,Name 2310,Accepted,34569847,No,No Info Available,No Source,Address 2311,City 2311,--,12345,--,not available,--,--,Business Manager,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
6/26/2015,Q2 2015,Company 2312,Mr.,Name 2311,Accepted,34569847,No,No Info Available,No Source,Address 2312,City 2312,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
6/26/2015,Q3 2015,Company 2313,Ms.,Name 2312,Accepted,34569847,No,No Info Available,No Source,Address 2313,City 2313,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Other,type any notes here,--,--,--,--,--,--,--,--
6/26/2015,Q2 2015,Company 2314,not available,Name 2313,Accepted,34569847,No,No Info Available,No Source,Address 2314,City 2314,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Mickey Mouse,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
6/29/2015,Q2 2015,Company 2315,not available,Name 2314,No Info Available,34569847,No,No Info Available,No Source,Address 2315,City 2315,--,12345,Japan,Asia Pacific,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/29/2015,Q2 2015,Company 2316,Mr.,Name 2315,No Info Available,34569847,No,No Info Available,No Source,Address 2316,City 2316,--,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/29/2015,Not Completed,Company 2317,not available,Name 2316,In Progress,34569847,No,No Info Available,No Source,Address 2317,City 2317,--,12345,Switzerland,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
6/29/2015,Not Completed,Company 2318,not available,Name 2317,In Progress,34569847,No,No Info Available,No Source,Address 2318,City 2318,--,12345,Switzerland,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
6/30/2015,Q2 2015,Company 2319,Mr.,Name 2318,No Info Available,34569847,No,No Info Available,No Source,Address 2319,City 2319,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,not specified,--,type any notes here,--,--,--,--,--,--,--,--
6/30/2015,Q2 2015,Company 2320,Mr.,Name 2319,Accepted,34569847,No,No Info Available,No Source,Address 2320,City 2320,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
7/2/2015,Q3 2015,Company 2321,not available,Name 2320,Accepted,34569847,No,No Info Available,No Source,Address 2321,City 2321,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
7/2/2015,Q3 2015,Company 2322,Ms.,Name 2321,Accepted,34569847,No,No Info Available,No Source,Address 2322,City 2322,--,12345,--,not available,--,--,not available,7701234567,4041234567,abcde@email.com,Yes,First Last ,Data License Per-Security,type any notes here,--,--,--,--,--,--,--,--
7/2/2015,Not Completed,Company 2323,Mr.,Name 2322,In Progress,34569847,No,No Info Available,No Source,Address 2323,City 2323,--,12345,United Kingdom,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,First Last ,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2324,Ms.,Name 2323,No Info Available,34569847,No,No Info Available,Business Card,Address 2324,City 2324,VA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2325,Mr.,Name 2324,No Info Available,34569847,No,No Info Available,Business Card,Address 2325,City 2325,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2326,Mr.,Name 2325,No Info Available,34569847,No,No Info Available,Business Card,Address 2326,City 2326,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2327,Mr.,Name 2326,No Info Available,34569847,No,No Info Available,Business Card,Address 2327,City 2327,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2328,Mr.,Name 2327,In Progress,34569847,No,No Info Available,Business Card,Address 2328,City 2328,NY,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2329,Mr.,Name 2328,No Info Available,34569847,No,No Info Available,Business Card,Address 2329,City 2329,NY,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2330,Mr.,Name 2329,No Info Available,34569847,No,No Info Available,Business Card,Address 2330,City 2330,DC,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2331,Mr.,Name 2330,No Info Available,34569847,No,No Info Available,Business Card,Address 2331,City 2331,CA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2332,Mr.,Name 2331,No Info Available,34569847,No,No Info Available,Business Card,Address 2332,City 2332,--,12345,Denmark,Western Europe,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2333,Mr.,Name 2332,No Info Available,34569847,No,No Info Available,Business Card,Address 2333,City 2333,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2334,Mr.,Name 2333,No Info Available,34569847,No,No Info Available,Business Card,Address 2334,City 2334,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2335,Mr.,Name 2334,No Info Available,34569847,No,No Info Available,Business Card,Address 2335,City 2335,PA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2336,Mr.,Name 2335,No Info Available,34569847,No,No Info Available,Business Card,Address 2336,City 2336,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2337,Mr.,Name 2336,No Info Available,34569847,No,No Info Available,Business Card,Address 2337,City 2337,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2338,Mr.,Name 2337,No Info Available,34569847,No,No Info Available,Business Card,Address 2338,City 2338,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2339,Mr.,Name 2338,No Info Available,34569847,No,No Info Available,Business Card,Address 2339,City 2339,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2340,not available,Name 2339,No Info Available,34569847,No,No Info Available,Business Card,Address 2340,City 2340,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2341,Mr.,Name 2340,No Info Available,34569847,No,No Info Available,Business Card,Address 2341,City 2341,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2342,Mr.,Name 2341,No Info Available,34569847,No,No Info Available,Business Card,Address 2342,City 2342,--,12345,Brazil,Latin America & Caribbean,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2343,Ms.,Name 2342,No Info Available,34569847,No,No Info Available,Business Card,Address 2343,City 2343,NC,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2344,Mr.,Name 2343,No Info Available,34569847,No,No Info Available,Business Card,Address 2344,City 2344,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2345,Mr.,Name 2344,No Info Available,34569847,No,No Info Available,Business Card,Address 2345,City 2345,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2346,Mr.,Name 2345,No Info Available,34569847,No,No Info Available,Business Card,Address 2346,City 2346,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2347,Mr.,Name 2346,No Info Available,34569847,No,No Info Available,Business Card,Address 2347,City 2347,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2348,Mr.,Name 2347,No Info Available,34569847,No,No Info Available,Business Card,Address 2348,City 2348,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2349,Ms.,Name 2348,No Info Available,34569847,No,No Info Available,Business Card,Address 2349,City 2349,DC,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2350,Mr.,Name 2349,No Info Available,34569847,No,No Info Available,Business Card,Address 2350,City 2350,DC,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2351,Mr.,Name 2350,No Info Available,34569847,No,No Info Available,Business Card,Address 2351,City 2351,PA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2352,Mr.,Name 2351,No Info Available,34569847,No,No Info Available,Business Card,Address 2352,City 2352,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2353,Ms.,Name 2352,No Info Available,34569847,No,No Info Available,Business Card,Address 2353,City 2353,MA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2354,Mr.,Name 2353,No Info Available,34569847,No,No Info Available,Business Card,Address 2354,City 2354,NJ,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2355,Mr.,Name 2354,No Info Available,34569847,No,No Info Available,Business Card,Address 2355,City 2355,NY,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2356,Mr.,Name 2355,No Info Available,34569847,No,No Info Available,Business Card,Address 2356,City 2356,PA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2357,Mr.,Name 2356,No Info Available,34569847,No,No Info Available,Business Card,Address 2357,City 2357,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2358,Mr.,Name 2357,Accepted,34569847,No,Derivatives,Business Card,Address 2358,City 2358,NJ,12345,United States of America (USA),North America,3rd Party/Vendor,--,not available,7701234567,4041234567,abcde@email.com,Yes,Leslie Knope,Data License Back-Office,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2359,Ms.,Name 2358,No Info Available,34569847,No,No Info Available,Business Card,Address 2359,City 2359,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Leslie Knope,--,type any notes here,--,--,--,--,--,--,--,--
7/3/2015,Q3 2015,Company 2360,Ms.,Name 2359,No Info Available,34569847,No,No Info Available,Business Card,Address 2360,City 2360,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,abcde@email.com,--,Russell Westbrook,--,type any notes here,--,--,--,--,--,--,--,--
